strategy_code,future_id,region,time_period,difference_variable,variable_value_baseline,variable_value_pathway,difference_value,variable,value
WALI:INC_TREATMENT_INDUSTRIAL_WAM,0,bulgaria,7,pop_unimproved_rural,772936.2495057761,772936.2495057761,0.0,cb:wali:technical_cost:sanitation:unimp_rural,0.0
WALI:INC_TREATMENT_INDUSTRIAL_WAM,0,bulgaria,8,pop_unimproved_rural,758203.739880279,758203.739880279,0.0,cb:wali:technical_cost:sanitation:unimp_rural,0.0
WALI:INC_TREATMENT_INDUSTRIAL_WAM,0,bulgaria,9,pop_unimproved_rural,752911.1459547781,752911.1459547781,0.0,cb:wali:technical_cost:sanitation:unimp_rural,0.0
WALI:INC_TREATMENT_INDUSTRIAL_WAM,0,bulgaria,10,pop_unimproved_rural,746564.2578864393,746564.2578864393,0.0,cb:wali:technical_cost:sanitation:unimp_rural,-0.0
WALI:INC_TREATMENT_INDUSTRIAL_WAM,0,bulgaria,11,pop_unimproved_rural,740262.2049240529,740262.2049240529,0.0,cb:wali:technical_cost:sanitation:unimp_rural,-0.0
WALI:INC_TREATMENT_INDUSTRIAL_WAM,0,bulgaria,12,pop_unimproved_rural,733939.693223999,733939.693223999,0.0,cb:wali:technical_cost:sanitation:unimp_rural,-0.0
WALI:INC_TREATMENT_INDUSTRIAL_WAM,0,bulgaria,13,pop_unimproved_rural,727564.1846875518,727564.1846875518,0.0,cb:wali:technical_cost:sanitation:unimp_rural,-0.0
WALI:INC_TREATMENT_INDUSTRIAL_WAM,0,bulgaria,14,pop_unimproved_rural,721409.0428732915,721409.0428732915,0.0,cb:wali:technical_cost:sanitation:unimp_rural,-0.0
WALI:INC_TREATMENT_INDUSTRIAL_WAM,0,bulgaria,15,pop_unimproved_rural,715419.5297756618,715419.5297756618,0.0,cb:wali:technical_cost:sanitation:unimp_rural,-0.0
WALI:INC_TREATMENT_INDUSTRIAL_WAM,0,bulgaria,16,pop_unimproved_rural,709613.3835555103,709613.3835555103,0.0,cb:wali:technical_cost:sanitation:unimp_rural,-0.0
