strategy_id,primary_id,Edgar_Class,CSC.Sector,CSC.Subsector,value,Year,Gas,design_id,future_id,strategy,Code,Contry,source,value_original,value_hp
0,0,AG - Livestock:N2O,Agriculture,AG - Livestock,0.345865337,2034,N2O,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0.345865337,NA
0,0,AG - Livestock:N2O,Agriculture,AG - Livestock,0.348786462,2035,N2O,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0.348786462,NA
0,0,AG - Livestock:N2O,Agriculture,AG - Livestock,0.3516516,2036,N2O,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0.3516516,NA
0,0,AG - Livestock:N2O,Agriculture,AG - Livestock,0.354468617,2037,N2O,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0.354468617,NA
0,0,AG - Livestock:N2O,Agriculture,AG - Livestock,0.357238747,2038,N2O,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0.357238747,NA
0,0,AG - Livestock:N2O,Agriculture,AG - Livestock,0.359974229,2039,N2O,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0.359974229,NA
0,0,AG - Livestock:N2O,Agriculture,AG - Livestock,0.36267907,2040,N2O,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0.36267907,NA
0,0,AG - Livestock:N2O,Agriculture,AG - Livestock,0.365326602,2041,N2O,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0.365326602,NA
0,0,AG - Livestock:N2O,Agriculture,AG - Livestock,0.367936024,2042,N2O,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0.367936024,NA
0,0,AG - Livestock:N2O,Agriculture,AG - Livestock,0.370504039,2043,N2O,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0.370504039,NA
0,0,AG - Livestock:N2O,Agriculture,AG - Livestock,0.373028944,2044,N2O,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0.373028944,NA
0,0,AG - Livestock:N2O,Agriculture,AG - Livestock,0.375517196,2045,N2O,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0.375517196,NA
0,0,AG - Livestock:N2O,Agriculture,AG - Livestock,0.37795343,2046,N2O,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0.37795343,NA
0,0,AG - Livestock:N2O,Agriculture,AG - Livestock,0.380352168,2047,N2O,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0.380352168,NA
0,0,AG - Livestock:N2O,Agriculture,AG - Livestock,0.382709893,2048,N2O,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0.382709893,NA
0,0,AG - Livestock:N2O,Agriculture,AG - Livestock,0.385026983,2049,N2O,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0.385026983,NA
0,0,AG - Livestock:N2O,Agriculture,AG - Livestock,0.387301905,2050,N2O,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0.387301905,NA
0,0,CCSQ:CH4,CCSQ,CCSQ,0,2022,CH4,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0,NA
0,0,CCSQ:CH4,CCSQ,CCSQ,0,2023,CH4,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0,NA
0,0,CCSQ:CH4,CCSQ,CCSQ,0,2024,CH4,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0,NA
0,0,CCSQ:CH4,CCSQ,CCSQ,0,2025,CH4,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0,NA
0,0,CCSQ:CH4,CCSQ,CCSQ,0,2026,CH4,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0,NA
0,0,CCSQ:CH4,CCSQ,CCSQ,0,2027,CH4,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0,NA
0,0,CCSQ:CH4,CCSQ,CCSQ,0,2028,CH4,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0,NA
0,0,CCSQ:CH4,CCSQ,CCSQ,0,2029,CH4,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0,NA
0,0,CCSQ:CH4,CCSQ,CCSQ,0,2030,CH4,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0,NA
0,0,CCSQ:CH4,CCSQ,CCSQ,0,2031,CH4,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0,NA
0,0,CCSQ:CH4,CCSQ,CCSQ,0,2032,CH4,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0,NA
0,0,CCSQ:CH4,CCSQ,CCSQ,0,2033,CH4,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0,NA
0,0,CCSQ:CH4,CCSQ,CCSQ,0,2034,CH4,0,0,Strategy TX:BASE,BGR,bulgaria,SISEPUEDE,0,NA
