strategy_id,primary_id,strategy,emission_total,base_emission_total,emission_diff,sector,transformation_name,air_pollution,consumer_savings,crop_value,ecosystem_services,env_pollution,fuel_cost,human_health,ippu_value,land_pollution,lvst_value,technical_cost,water_pollution,net_benefit,additional_benefits,total_transformation_costs,marginal_total_abatement_cost_(USD/tCO2e)
6017.0,86086.0,Singleton - WAM Value - WASO: Consumer food waste reduction,129.245309988,130.42297277675317,-1.1776627887531674,WASO,Consumer food waste reduction,0.0,1.8681166815147372,0.0,0.0,0.07577078092850001,-0.00035274938183259936,0.0,0.0,0.0,0.0,-0.19475451961116114,0.0,2.138289232672566,1.9435347130614047,0.19440177022932853,-165.3737567927696
6018.0,87087.0,Singleton - WAM Value - ENTC: Clean hydrogen,130.42297272300002,130.42297277675317,-5.375315481614962e-08,ENTC,Clean hydrogen,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
6019.0,88088.0,Singleton - WAM Value - FGTV: Minimize leaks,130.42297272300002,130.42297277675317,-5.375315481614962e-08,FGTV,Minimize leaks,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
6020.0,89089.0,Singleton - WAM Value - SCOE: Reduce end-use demand for heat energy by improving building shell,130.42297272300002,130.42297277675317,-5.375315481614962e-08,SCOE,Reduce end-use demand for heat energy by improving building shell,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
6021.0,90090.0,Singleton - WAM Value - TRNS: SHIFT_MODE_FREIGHT,130.42297272300002,130.42297277675317,-5.375315481614962e-08,TRNS,Shift mode for freight transport,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
6022.0,91091.0,Singleton - WAM Value - LSMM: Increase biogas capture at anaerobic decomposition facilities,130.415061079,130.42297277675317,-0.007911697753172575,LSMM,Increase biogas capture at anaerobic decomposition facilities,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039558225000000026,0.0,-0.00039558225000000026,0.0,-0.00039558225000000026,49.99966661281677
6023.0,92092.0,Singleton - WAM Value - WASO: Incineration for energy production,130.286709626,130.42297277675317,-0.13626315075316597,WASO,Incineration for energy production,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012576431624356213,0.0,-0.012576431624356213,0.0,-0.012576431624356213,92.29517705148183
6024.0,93093.0,Singleton - WAM Value - CCSQ: Increase direct air capture,130.42297272300002,130.42297277675317,-5.375315481614962e-08,CCSQ,Increase direct air capture,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
6025.0,94094.0,Singleton - WAM Value - IPPU: Reduce use of HFCs,126.112759029,130.42297277675317,-4.310213747753167,IPPU,Reduce use of HFCs,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06464249227722102,0.0,-0.06464249227722102,0.0,-0.06464249227722102,14.997514290542535
6027.0,95095.0,Singleton - WAM Value - LSMM: Improve manure management for cattle and pigs,124.320026082,130.42297277675317,-6.102946694753172,LSMM,Improve manure management for cattle and pigs,0.0,,0.0,0.0,0.0,0.035311103969190356,0.0,0.0,0.0,0.0,0.17041921829166665,0.0,-0.1351081143224763,0.035311103969190356,-0.1351081143224763,27.92408762773228
6028.0,96096.0,Singleton - WAM Value - TRNS: SHIFT_MODE_REGIONAL,130.42297272300002,130.42297277675317,-5.375315481614962e-08,TRNS,Shift mode for regional transport,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
6030.0,97097.0,Singleton - WAM Value - TRNS: Increase occupancy for private vehicles,130.42297272300002,130.42297277675317,-5.375315481614962e-08,TRNS,Increase occupancy for private vehicles,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
6031.0,98098.0,Singleton - WAM Value - INEN: Maximize industrial energy efficiency,130.42297272300002,130.42297277675317,-5.375315481614962e-08,INEN,Maximize industrial energy efficiency,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
6032.0,99099.0,Singleton - WAM Value - WASO: Increase composting and biogas,124.384804376,130.42297277675317,-6.038168400753165,WASO,Increase composting and biogas,0.0,,0.0,0.0,0.8278891722174799,0.0904258004515705,0.0,0.0,0.0,0.0,0.28017767518406217,0.0,0.6381372974849884,0.9183149726690505,-0.18975187473249167,46.401103213536494
6033.0,100100.0,Singleton - WAM Value - LSMM: Improve manure management for other animals,130.529868289,130.42297277675317,0.10689551224683669,LSMM,Improve manure management for other animals,0.0,,0.0,0.0,0.0,0.005270713288871163,0.0,0.0,0.0,0.0,0.0017199069997916666,0.0,0.0035508062890794966,0.005270713288871163,0.0035508062890794966,16.089609036347202
6034.0,101101.0,Singleton - WAM Value - INEN: Fuel switch high- and low-temp thermal processes,130.42297272300002,130.42297277675317,-5.375315481614962e-08,INEN,Fuel switch high- and low-temp thermal processes,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
6035.0,102102.0,Singleton - WAM Value - INEN: Maximize industrial production efficiency,130.42297272300002,130.42297277675317,-5.375315481614962e-08,INEN,Maximize industrial production efficiency,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
6037.0,103103.0,Singleton - WAM Value - SOIL: Improve fertilizer application,128.778346815,130.42297277675317,-1.644625961753178,SOIL,Improve fertilizer application,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.019197126365999993,0.0,-0.0031995210609999988,0.0,0.02239664742699999,0.019197126365999993,0.0031995210609999988,-1.9454399574170023
6038.0,104104.0,Singleton - WAM Value - FGTV: INC_FLARE,130.42297272300002,130.42297277675317,-5.375315481614962e-08,FGTV,Increase flaring,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
6039.0,105105.0,Singleton - WAM Value - SCOE: Increase appliance efficiency,130.42297272300002,130.42297277675317,-5.375315481614962e-08,SCOE,Increase appliance efficiency,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
6040.0,106106.0,Singleton - WAM Value - TRNS: Electrify light duty road transport,130.42297272300002,130.42297277675317,-5.375315481614962e-08,TRNS,Electrify light duty road transport,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
6041.0,107107.0,Singleton - WAM Value - TRNS: Increase non-electric transportation energy efficiency,130.42297272300002,130.42297277675317,-5.375315481614962e-08,TRNS,Increase non-electric transportation energy efficiency,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
6043.0,108108.0,Singleton - WAM Value - TRDE: Reduce demand for transport,130.42297272300002,130.42297277675317,-5.375315481614962e-08,TRDE,Reduce demand for transport,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
6044.0,109109.0,Singleton - WAM Value - IPPU: Reduce Nitrous Oxide emissions,129.335513431,130.42297277675317,-1.0874593457531603,IPPU,Reduce Nitrous Oxide emissions,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02181004272678677,0.0,-0.02181004272678677,0.0,-0.02181004272678677,20.055961459121416
6045.0,110110.0,Singleton - WAM Value - WALI: Improved industrial wastewater treatment,139.801436886,130.42297277675317,9.378464109246835,WALI,Improved industrial wastewater treatment,0.0,,0.0,0.0,-0.0020293871036999992,0.00031400431347543143,0.0,0.0,0.0,0.0,0.15017218654538633,3.69267614079907,3.540788571463459,3.690960758008845,-0.1498581822319109,16.01244988476544
6046.0,111111.0,Singleton - WAM Value - LVST: Reduce enteric fermentation,127.619594004,130.42297277675317,-2.803378772753163,LVST,Reduce enteric fermentation,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36831865230769234,0.0,-0.36831865230769234,0.0,-0.36831865230769234,131.38383435284814
6047.0,112112.0,Singleton - WAM Value - TRNS: Increase electric transportation energy efficiency,130.42297272300002,130.42297277675317,-5.375315481614962e-08,TRNS,Increase electric transportation energy efficiency,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
6048.0,113113.0,"Singleton - WAM Value - SCOE: Switch to electricity for heat using heat pumps, electric stoves, etc.",130.42297272300002,130.42297277675317,-5.375315481614962e-08,SCOE,"Switch to electricity for heat using heat pumps, electric stoves, etc.",0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
6049.0,114114.0,Singleton - WAM Value - WASO: Increase biogas capture,125.47350709,130.42297277675317,-4.949465686753172,WASO,Increase solid waste biogas capture,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03712099221,0.0,-0.03712099221,0.0,-0.03712099221,7.499999910970433
6050.0,115115.0,Singleton - WAM Value - LNDU: Increase Reforestation,128.264908276,130.42297277675317,-2.15806450075317,LNDU,Increase Reforestation,0.0,,-0.09597845602292002,1.2137630953499994,0.0,0.0,0.0,0.0,0.001819314179999996,-9.065600000000001e-05,0.10650791634599995,7.680000003892928e-07,1.01300614916108,1.1195140655070799,-0.10650791634599995,49.35344439836178
6051.0,116116.0,Singleton - WAM Value - IPPU: Reduce cement clinker,126.454625479,130.42297277675317,-3.9683472977531693,IPPU,Reduce cement clinker,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3108929166669445,0.0,-0.3108929166669445,0.0,-0.3108929166669445,78.3431724443494
6052.0,117117.0,Singleton - WAM Value - TRNS: Fuel switch maritime,130.42297272300002,130.42297277675317,-5.375315481614962e-08,TRNS,Fuel switch maritime,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
6053.0,118118.0,Singleton - WAM Value - TRNS: Fuel switch medium duty road transport,130.42297272300002,130.42297277675317,-5.375315481614962e-08,TRNS,Fuel switch medium duty road transport,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
6054.0,119119.0, Singleton - WAM Value - PFLO: WASO actions to increase and capture biogas,125.47350709,130.42297277675317,-4.949465686753172,PFLO,WASO actions to increase and capture biogas,0.0,,0.0,0.0,0.0,1.2333177575742496,0.0,0.0,0.0,0.0,0.6724665036183333,0.0,0.5608512539559163,1.2333177575742496,0.5608512539559163,135.86648462239737
6055.0,120120.0, Singleton - WAM Value - PFLO: WALI actions to increase biogas capture,129.788384642,130.42297277675317,-0.6345881347531588,PFLO,WALI actions to increase biogas capture,0.0,,0.0,0.0,-0.037238443900899997,4.496320842361478,14.601889304462123,0.0,0.0,0.0,1.7894296068186137,4.13413751488917,21.405679610993253,23.19510921781187,2.7068912355428645,2819.828340337097
6059.0,123123.0,Singleton - WAM Value - PFLO: LSMM actions to increase biogas capture,123.947918447,130.42297277675317,-6.4750543297531635,PFLO,LSMM actions to increase biogas capture,0.0,,0.0,0.0,0.0,0.0437462973591635,0.0,0.0,0.0,0.0,0.19815538055020832,0.0,-0.15440908319104482,0.0437462973591635,-0.15440908319104482,30.602890795784603
6066.0,125125.0,Singleton - WAM Value - WALI: Improved rural wastewater treatment,129.90318317,130.42297277675317,-0.5197896067531644,WALI,Improved rural wastewater treatment,0.0,,0.0,0.0,-0.012087502766649999,0.0018702829024099133,3.4033671083693307,0.0,0.0,0.0,0.2976085471429376,-0.7752846852869758,2.3202566560751774,2.617865203218115,-0.2957382642405277,572.5557865651299
6067.0,126126.0,Singleton - WAM Value - WALI: Improved urban wastewater treatment,134.40224004,130.42297277675317,3.9792672632468395,WALI,Improved urban wastewater treatment,0.0,,0.0,0.0,-0.02312155403055,0.0035775666831255747,11.198522196092792,0.0,0.0,0.0,1.0640506811261903,1.2167460596837931,11.331673587302971,12.395724268429161,-1.0604731144430648,267.39864671919264
