Code,Country,EDGAR Country Code,Income group,Lending category,Region,CSC Sector,CSC Subsector,Gas,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
BGR,Bulgaria,BGR,Upper middle income,IBRD,Europe & Central Asia,Agriculture,AG - Livestock,CH4,MtCO2e,3.080728184,2.7787681,2.56051798,2.744654778,2.776845857,2.595445102,2.396316289,2.519208975,2.39322725,2.261454105,2.07100933,2.085071532,2.050879452,1.942993371,2.037250417,2.014904932,1.998389868,2.041703028,1.991333285,1.914468219,2.09660219,2.114241546,2.137075783
BGR,Bulgaria,BGR,Upper middle income,IBRD,Europe & Central Asia,Agriculture,AG - Livestock,N2O,MtCO2e,0.176034867,0.155543284,0.139482123,0.154131585,0.157882744,0.145978569,0.138913306,0.142431199,0.133685459,0.123668301,0.117210918,0.11617856,0.115396501,0.107671688,0.116469834,0.112070111,0.11239859,0.114600998,0.113161745,0.1049781,0.118011456,0.119201985,0.120671763
BGR,Bulgaria,BGR,Upper middle income,IBRD,Europe & Central Asia,Agriculture,AG - Crops,CH4,MtCO2e,0.034186961,0.040710939,0.043575601,0.044891829,0.053426932,0.042958627,0.042307811,0.051196251,0.066405528,0.06776258,0.09185765,0.091744795,0.079188039,0.086059202,0.09148884,0.097984076,0.096355195,0.088448875,0.092805004,0.099972064,0.097515138,0.105914578,0.101736109
BGR,Bulgaria,BGR,Upper middle income,IBRD,Europe & Central Asia,Agriculture,AG - Crops,CO2,MtCO2e,0.407471424,0.414857137,0.365828569,0.372428568,0.38185714,0.384999996,0.380285711,0.388142853,0.317428566,0.446285707,0.521714282,0.537428567,0.69331428,0.602380943,0.872142845,0.697714272,0.909699973,0.843752353,0.757428549,0.843228545,0.907185686,1.066112887,1.071093167
BGR,Bulgaria,BGR,Upper middle income,IBRD,Europe & Central Asia,Agriculture,AG - Crops,N2O,MtCO2e,1.717023038,1.760193526,1.58500639,1.508435174,1.670376675,1.590333426,1.645352435,1.597216269,1.555249926,1.780921587,1.744448261,1.780107862,2.084325812,2.338356754,2.823620339,2.513634481,2.950312898,2.892518773,2.874050547,2.957045533,3.048829141,3.240289214,3.236068044
BGR,Bulgaria,BGR,Upper middle income,IBRD,Europe & Central Asia,Energy,EN - Building,CH4,MtCO2e,0.267662816,0.227455067,0.313139421,0.354353714,0.336252769,0.330501015,0.352171081,0.328903827,0.338662185,0.30773569,0.355924022,0.389912407,0.400207209,0.372536333,0.331401852,0.332578377,0.354723221,0.379550707,0.359761373,0.349698781,0.384786812,0.402469572,0.415001286
BGR,Bulgaria,BGR,Upper middle income,IBRD,Europe & Central Asia,Energy,EN - Building,CO2,MtCO2e,2.225429161,2.055646408,2.425898775,2.553387839,2.129956152,2.133294828,2.364230002,2.070617003,1.827175785,1.593343047,1.747303914,1.982473159,1.926383833,1.661279689,1.41600101,1.566169403,1.59695047,1.638649452,1.475599123,1.410762337,1.424732878,1.626602772,1.695735954
BGR,Bulgaria,BGR,Upper middle income,IBRD,Europe & Central Asia,Energy,EN - Building,N2O,MtCO2e,0.106716687,0.097940212,0.105680317,0.106766125,0.101775868,0.103691434,0.106197741,0.094182287,0.068339232,0.070910126,0.074050144,0.079640018,0.082305066,0.076476468,0.074750776,0.076427467,0.074079038,0.076057814,0.078692989,0.077692542,0.080144988,0.082851491,0.087103271
BGR,Bulgaria,BGR,Upper middle income,IBRD,Europe & Central Asia,Energy,EN - Electricity/Heat,CH4,MtCO2e,0.00704582,0.007786416,0.007162145,0.008154832,0.007877597,0.007844415,0.007720895,0.008561986,0.008498018,0.007785899,0.00871243,0.010080016,0.009249279,0.00829685,0.009374719,0.009803574,0.00979687,0.00953374,0.021744563,0.025007693,0.021502036,0.022886758,0.023683908
BGR,Bulgaria,BGR,Upper middle income,IBRD,Europe & Central Asia,Energy,EN - Electricity/Heat,CO2,MtCO2e,24.0816699,27.37656682,24.70629471,27.47064719,26.798834,26.79012563,26.96587,30.383585,30.61056258,27.83291628,29.76066699,34.38450673,29.67907315,25.63172649,27.39799929,28.2078657,24.90046236,26.26995738,22.89833695,21.24751678,17.28362788,21.89644496,25.09105165
